Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2016-04-01 17:00:00.000 +0200,Mostly Cloudy,rain,22.727777777777774,22.727777777777774,0.37,26.6777,291.0,15.552600000000002,0.0,1011.66,Mostly cloudy throughout the day.
2016-04-01 18:00:00.000 +0200,Mostly Cloudy,rain,22.1,22.1,0.43,21.155400000000004,299.0,16.1,0.0,1012.25,Mostly cloudy throughout the day.
2016-04-01 19:00:00.000 +0200,Mostly Cloudy,rain,19.88333333333334,19.88333333333334,0.45,23.1357,310.0,15.552600000000002,0.0,1013.45,Mostly cloudy throughout the day.
2016-04-01 20:00:00.000 +0200,Mostly Cloudy,rain,17.188888888888886,17.188888888888886,0.51,22.7493,312.0,15.552600000000002,0.0,1014.9,Mostly cloudy throughout the day.
2016-04-01 21:00:00.000 +0200,Partly Cloudy,rain,14.927777777777777,14.927777777777777,0.6,20.366500000000002,312.0,16.1,0.0,1016.2,Mostly cloudy throughout the day.
2016-04-01 22:00:00.000 +0200,Partly Cloudy,rain,13.677777777777777,13.677777777777777,0.64,26.1625,1.0,16.1,0.0,1017.42,Mostly cloudy throughout the day.
2016-04-01 23:00:00.000 +0200,Breezy and Partly Cloudy,rain,10.366666666666665,10.366666666666665,0.67,31.137400000000003,27.0,15.1823,0.0,1018.84,Mostly cloudy throughout the day.
2016-04-10 00:00:00.000 +0200,Overcast,rain,9.927777777777777,7.927777777777781,0.8,14.296800000000003,280.0,9.982000000000001,0.0,1004.82,Overcast throughout the day.
2016-04-10 01:00:00.000 +0200,Mostly Cloudy,rain,9.4,6.949999999999999,0.83,16.985500000000002,280.0,9.982000000000001,0.0,1005.02,Overcast throughout the day.
2016-04-10 02:00:00.000 +0200,Mostly Cloudy,rain,9.38888888888889,7.116666666666668,0.84,15.456,302.0,11.688600000000001,0.0,1004.9,Overcast throughout the day.
2016-04-10 03:00:00.000 +0200,Mostly Cloudy,rain,9.25,7.255555555555556,0.84,13.1376,302.0,11.688600000000001,0.0,1005.04,Overcast throughout the day.
2016-04-10 04:00:00.000 +0200,Mostly Cloudy,rain,8.75,6.966666666666666,0.83,11.0929,290.0,11.9784,0.0,1005.23,Overcast throughout the day.
2016-04-10 05:00:00.000 +0200,Mostly Cloudy,rain,7.883333333333332,6.011111111111111,0.89,10.5616,286.0,9.982000000000001,0.0,1005.5,Overcast throughout the day.
2016-04-10 06:00:00.000 +0200,Overcast,rain,7.733333333333334,6.338888888888887,0.89,8.0822,264.0,9.982000000000001,0.0,1005.72,Overcast throughout the day.
2016-04-10 07:00:00.000 +0200,Overcast,rain,7.76111111111111,6.072222222222222,0.89,9.4829,254.0,9.982000000000001,0.0,1006.03,Overcast throughout the day.
2016-04-10 08:00:00.000 +0200,Overcast,rain,8.800000000000002,6.849999999999999,0.89,12.1555,285.0,9.982000000000001,0.0,1006.49,Overcast throughout the day.
2016-04-10 09:00:00.000 +0200,Overcast,rain,8.866666666666667,6.433333333333333,0.89,15.778000000000002,281.0,9.982000000000001,0.0,1006.54,Overcast throughout the day.
2016-04-10 10:00:00.000 +0200,Overcast,rain,9.97777777777778,7.6333333333333355,0.83,17.3558,292.0,9.982000000000001,0.0,1007.14,Overcast throughout the day.
2016-04-10 11:00:00.000 +0200,Overcast,rain,11.033333333333333,11.033333333333333,0.77,13.894300000000003,294.0,9.982000000000001,0.0,1007.61,Overcast throughout the day.
2016-04-10 12:00:00.000 +0200,Overcast,rain,11.161111111111113,11.161111111111113,0.77,15.906800000000002,281.0,9.982000000000001,0.0,1007.84,Overcast throughout the day.
2016-04-10 13:00:00.000 +0200,Overcast,rain,12.200000000000001,12.200000000000001,0.72,15.971200000000001,300.0,9.982000000000001,0.0,1008.03,Overcast throughout the day.
2016-04-10 14:00:00.000 +0200,Overcast,rain,12.322222222222223,12.322222222222223,0.71,16.6796,304.0,10.3523,0.0,1008.23,Overcast throughout the day.
2016-04-10 15:00:00.000 +0200,Overcast,rain,12.755555555555556,12.755555555555556,0.72,21.670600000000004,310.0,9.982000000000001,0.0,1007.85,Overcast throughout the day.
2016-04-10 16:00:00.000 +0200,Overcast,rain,12.755555555555556,12.755555555555556,0.72,23.506,311.0,9.982000000000001,0.0,1007.85,Overcast throughout the day.
2016-04-10 17:00:00.000 +0200,Overcast,rain,12.777777777777779,12.777777777777779,0.71,20.511400000000002,304.0,10.3523,0.0,1008.38,Overcast throughout the day.
2016-04-10 18:00:00.000 +0200,Overcast,rain,12.755555555555556,12.755555555555556,0.69,17.661700000000003,310.0,9.982000000000001,0.0,1008.64,Overcast throughout the day.
2016-04-10 19:00:00.000 +0200,Overcast,rain,12.222222222222221,12.222222222222221,0.72,15.922900000000002,301.0,9.982000000000001,0.0,1009.05,Overcast throughout the day.
2016-04-10 20:00:00.000 +0200,Overcast,rain,12.111111111111109,12.111111111111109,0.72,14.715400000000002,295.0,10.3523,0.0,1009.41,Overcast throughout the day.
2016-04-10 21:00:00.000 +0200,Overcast,rain,12.127777777777776,12.127777777777776,0.72,12.6868,310.0,10.255700000000001,0.0,1009.84,Overcast throughout the day.
2016-04-10 22:00:00.000 +0200,Overcast,rain,11.549999999999999,11.549999999999999,0.74,14.329,301.0,16.1,0.0,1010.04,Overcast throughout the day.
2016-04-10 23:00:00.000 +0200,Overcast,rain,10.616666666666667,10.616666666666667,0.79,13.846,304.0,15.1823,0.0,1010.17,Overcast throughout the day.
2016-04-11 00:00:00.000 +0200,Overcast,rain,10.0,7.672222222222223,0.82,17.243100000000002,291.0,16.1,0.0,1010.25,Mostly cloudy until evening.
2016-04-11 01:00:00.000 +0200,Overcast,rain,10.488888888888889,10.488888888888889,0.8,14.168000000000003,300.0,15.1823,0.0,1010.16,Mostly cloudy until evening.
2016-04-11 02:00:00.000 +0200,Overcast,rain,10.36111111111111,10.36111111111111,0.78,13.6045,312.0,14.9569,0.0,1010.19,Mostly cloudy until evening.
2016-04-11 03:00:00.000 +0200,Overcast,rain,9.905555555555555,7.938888888888887,0.8,14.007,309.0,15.826300000000002,0.0,1010.26,Mostly cloudy until evening.
2016-04-11 04:00:00.000 +0200,Overcast,rain,9.883333333333333,8.311111111111112,0.8,11.2056,300.0,15.826300000000002,0.0,1010.46,Mostly cloudy until evening.
2016-04-11 05:00:00.000 +0200,Overcast,rain,9.36111111111111,7.3722222222222245,0.84,13.2664,301.0,14.9569,0.0,1010.6,Mostly cloudy until evening.
2016-04-11 06:00:00.000 +0200,Overcast,rain,9.822222222222223,7.650000000000002,0.78,15.4721,310.0,9.982000000000001,0.0,1010.77,Mostly cloudy until evening.
2016-04-11 07:00:00.000 +0200,Overcast,rain,9.822222222222223,7.833333333333333,0.78,13.9909,309.0,9.982000000000001,0.0,1011.36,Mostly cloudy until evening.
2016-04-11 08:00:00.000 +0200,Overcast,rain,9.805555555555555,7.8666666666666645,0.79,13.5884,302.0,9.982000000000001,0.0,1011.85,Mostly cloudy until evening.
2016-04-11 09:00:00.000 +0200,Overcast,rain,9.933333333333334,7.772222222222224,0.77,15.633100000000002,299.0,9.982000000000001,0.0,1011.97,Mostly cloudy until evening.
2016-04-11 10:00:00.000 +0200,Overcast,rain,11.016666666666666,11.016666666666666,0.77,12.847800000000001,299.0,9.982000000000001,0.0,1012.36,Mostly cloudy until evening.
2016-04-11 11:00:00.000 +0200,Overcast,rain,12.13888888888889,12.13888888888889,0.74,12.1072,300.0,10.3523,0.0,1012.39,Mostly cloudy until evening.
2016-04-11 12:00:00.000 +0200,Overcast,rain,13.794444444444444,13.794444444444444,0.72,9.708300000000001,299.0,9.982000000000001,0.0,1012.46,Mostly cloudy until evening.
2016-04-11 13:00:00.000 +0200,Overcast,rain,14.949999999999998,14.949999999999998,0.62,9.66,272.0,9.982000000000001,0.0,1012.24,Mostly cloudy until evening.
2016-04-11 14:00:00.000 +0200,Overcast,rain,16.049999999999997,16.049999999999997,0.62,5.6028,285.0,10.3523,0.0,1012.19,Mostly cloudy until evening.
2016-04-11 15:00:00.000 +0200,Overcast,rain,16.177777777777777,16.177777777777777,0.62,8.1466,284.0,9.982000000000001,0.0,1012.0,Mostly cloudy until evening.
2016-04-11 16:00:00.000 +0200,Mostly Cloudy,rain,17.266666666666666,17.266666666666666,0.62,5.0715,352.0,9.982000000000001,0.0,1011.61,Mostly cloudy until evening.
2016-04-11 17:00:00.000 +0200,Mostly Cloudy,rain,17.26111111111111,17.26111111111111,0.56,11.672500000000001,293.0,10.3523,0.0,1011.39,Mostly cloudy until evening.
2016-04-11 18:00:00.000 +0200,Mostly Cloudy,rain,17.266666666666666,17.266666666666666,0.54,7.969500000000001,299.0,9.982000000000001,0.0,1011.51,Mostly cloudy until evening.
2016-04-11 19:00:00.000 +0200,Partly Cloudy,rain,15.066666666666666,15.066666666666666,0.66,9.2736,290.0,16.1,0.0,1011.7,Mostly cloudy until evening.
2016-04-11 20:00:00.000 +0200,Partly Cloudy,rain,12.56111111111111,12.56111111111111,0.72,4.2987,267.0,14.731500000000002,0.0,1012.3,Mostly cloudy until evening.
2016-04-11 21:00:00.000 +0200,Partly Cloudy,rain,11.116666666666665,11.116666666666665,0.8,2.9624,23.0,14.9086,0.0,1012.7,Mostly cloudy until evening.
2016-04-11 22:00:00.000 +0200,Clear,rain,9.883333333333333,8.877777777777775,0.86,8.05,300.0,14.812,0.0,1012.83,Mostly cloudy until evening.
2016-04-11 23:00:00.000 +0200,Clear,rain,8.955555555555556,8.955555555555556,0.92,2.7853000000000003,199.0,14.0875,0.0,1013.07,Mostly cloudy until evening.
2016-04-12 00:00:00.000 +0200,Clear,rain,8.199999999999998,8.199999999999998,0.93,2.9624,162.0,9.853200000000001,0.0,1012.93,Foggy in the morning.
2016-04-12 01:00:00.000 +0200,Clear,rain,8.083333333333332,7.23888888888889,0.93,6.1502,199.0,9.8049,0.0,1013.31,Foggy in the morning.
2016-04-12 02:00:00.000 +0200,Clear,rain,7.26111111111111,7.26111111111111,0.95,3.22,171.0,6.6493,0.0,1013.26,Foggy in the morning.
2016-04-12 03:00:00.000 +0200,Clear,rain,5.511111111111112,5.511111111111112,1.0,0.0,0.0,5.9731000000000005,0.0,1013.51,Foggy in the morning.
2016-04-12 04:00:00.000 +0200,Foggy,rain,4.8888888888888875,4.8888888888888875,0.96,0.0,0.0,0.2898,0.0,1013.5,Foggy in the morning.
2016-04-12 05:00:00.000 +0200,Foggy,rain,4.427777777777777,4.427777777777777,0.99,2.6404,221.0,1.7388000000000001,0.0,1013.54,Foggy in the morning.
2016-04-12 06:00:00.000 +0200,Foggy,rain,3.9111111111111105,3.9111111111111105,1.0,0.0,0.0,0.483,0.0,1013.68,Foggy in the morning.
2016-04-12 07:00:00.000 +0200,Foggy,rain,7.622222222222222,7.622222222222222,1.0,4.83,140.0,2.9785000000000004,0.0,1013.49,Foggy in the morning.
2016-04-12 08:00:00.000 +0200,Clear,rain,11.044444444444444,11.044444444444444,0.91,7.1001,169.0,6.9069,0.0,1012.99,Foggy in the morning.
2016-04-12 09:00:00.000 +0200,Clear,rain,14.88888888888889,14.88888888888889,0.72,10.9641,188.0,8.05,0.0,1012.7,Foggy in the morning.
2016-04-12 10:00:00.000 +0200,Clear,rain,17.733333333333334,17.733333333333334,0.56,21.735000000000003,200.0,9.982000000000001,0.0,1012.88,Foggy in the morning.
2016-04-12 11:00:00.000 +0200,Partly Cloudy,rain,18.88888888888889,18.88888888888889,0.51,15.005200000000002,178.0,10.3523,0.0,1013.01,Foggy in the morning.
2016-04-12 12:00:00.000 +0200,Partly Cloudy,rain,20.04444444444444,20.04444444444444,0.45,14.1036,210.0,9.982000000000001,0.0,1012.17,Foggy in the morning.
2016-04-12 13:00:00.000 +0200,Partly Cloudy,rain,22.127777777777776,22.127777777777776,0.38,19.9479,210.0,16.1,0.0,1011.47,Foggy in the morning.
2016-04-12 14:00:00.000 +0200,Partly Cloudy,rain,22.600000000000005,22.600000000000005,0.33,22.024800000000003,237.0,15.552600000000002,0.0,1010.87,Foggy in the morning.
2016-04-12 15:00:00.000 +0200,Partly Cloudy,rain,22.800000000000004,22.800000000000004,0.34,23.167900000000003,241.0,16.1,0.0,1010.09,Foggy in the morning.
2016-04-12 16:00:00.000 +0200,Partly Cloudy,rain,22.82222222222222,22.82222222222222,0.34,21.8316,250.0,16.1,0.0,1009.88,Foggy in the morning.
2016-04-12 17:00:00.000 +0200,Partly Cloudy,rain,22.87777777777778,22.87777777777778,0.31,23.4416,255.0,15.552600000000002,0.0,1009.52,Foggy in the morning.
2016-04-12 18:00:00.000 +0200,Partly Cloudy,rain,21.22222222222222,21.22222222222222,0.41,12.6707,271.0,16.1,0.0,1009.5,Foggy in the morning.
2016-04-12 19:00:00.000 +0200,Partly Cloudy,rain,18.927777777777774,18.927777777777774,0.47,9.579500000000001,330.0,16.1,0.0,1009.58,Foggy in the morning.
2016-04-12 20:00:00.000 +0200,Partly Cloudy,rain,16.5,16.5,0.54,1.1753,23.0,15.552600000000002,0.0,1009.87,Foggy in the morning.
2016-04-12 21:00:00.000 +0200,Partly Cloudy,rain,13.927777777777777,13.927777777777777,0.71,0.1288,340.0,16.1,0.0,1010.22,Foggy in the morning.
2016-04-12 22:00:00.000 +0200,Partly Cloudy,rain,13.238888888888887,13.238888888888887,0.69,0.0,0.0,16.1,0.0,1010.62,Foggy in the morning.
2016-04-12 23:00:00.000 +0200,Partly Cloudy,rain,11.483333333333334,11.483333333333334,0.78,9.6439,185.0,15.520400000000002,0.0,1010.5,Foggy in the morning.
2016-04-13 00:00:00.000 +0200,Partly Cloudy,rain,10.088888888888887,10.088888888888887,0.77,3.3810000000000002,293.0,15.826300000000002,0.0,1010.65,Partly cloudy throughout the day.
2016-04-13 01:00:00.000 +0200,Partly Cloudy,rain,9.927777777777777,9.927777777777777,0.81,3.5420000000000007,283.0,15.649200000000002,0.0,1010.85,Partly cloudy throughout the day.
2016-04-13 02:00:00.000 +0200,Mostly Cloudy,rain,8.877777777777775,8.027777777777779,0.85,6.617100000000001,304.0,15.0535,0.0,1010.88,Partly cloudy throughout the day.
2016-04-13 03:00:00.000 +0200,Partly Cloudy,rain,9.288888888888888,9.288888888888888,0.84,3.0751,260.0,15.504300000000002,0.0,1010.64,Partly cloudy throughout the day.
2016-04-13 04:00:00.000 +0200,Partly Cloudy,rain,8.222222222222221,7.411111111111113,0.93,6.1019000000000005,211.0,15.504300000000002,0.0,1010.92,Partly cloudy throughout the day.
2016-04-13 05:00:00.000 +0200,Partly Cloudy,rain,7.922222222222221,7.922222222222221,0.95,4.2343,239.0,14.2646,0.0,1010.94,Partly cloudy throughout the day.
2016-04-13 06:00:00.000 +0200,Foggy,rain,7.183333333333334,7.183333333333334,1.0,0.1449,260.0,3.059,0.0,1011.18,Partly cloudy throughout the day.
2016-04-13 07:00:00.000 +0200,Mostly Cloudy,rain,7.805555555555554,6.238888888888887,0.96,8.935500000000001,181.0,4.025,0.0,1011.0,Partly cloudy throughout the day.
2016-04-13 08:00:00.000 +0200,Partly Cloudy,rain,12.577777777777778,12.577777777777778,0.77,10.2235,237.0,8.629600000000002,0.0,1011.13,Partly cloudy throughout the day.
2016-04-13 09:00:00.000 +0200,Partly Cloudy,rain,16.06111111111111,16.06111111111111,0.67,4.6690000000000005,205.0,11.8979,0.0,1010.6,Partly cloudy throughout the day.
2016-04-13 10:00:00.000 +0200,Partly Cloudy,rain,18.772222222222226,18.772222222222226,0.56,14.023100000000003,231.0,15.826300000000002,0.0,1010.3,Partly cloudy throughout the day.
2016-04-13 11:00:00.000 +0200,Partly Cloudy,rain,20.78333333333333,20.78333333333333,0.46,18.128600000000002,236.0,15.520400000000002,0.0,1010.11,Partly cloudy throughout the day.
2016-04-13 12:00:00.000 +0200,Mostly Cloudy,rain,22.10555555555556,22.10555555555556,0.39,23.0713,251.0,16.1,0.0,1009.5,Partly cloudy throughout the day.
2016-04-13 13:00:00.000 +0200,Mostly Cloudy,rain,22.150000000000002,22.150000000000002,0.43,24.6813,250.0,16.1,0.0,1008.83,Partly cloudy throughout the day.
2016-04-13 14:00:00.000 +0200,Mostly Cloudy,rain,22.722222222222225,22.722222222222225,0.38,24.0212,254.0,15.552600000000002,0.0,1008.57,Partly cloudy throughout the day.
2016-04-13 15:00:00.000 +0200,Mostly Cloudy,rain,23.79444444444444,23.79444444444444,0.41,19.9801,221.0,16.1,0.0,1007.6,Partly cloudy throughout the day.
2016-04-13 16:00:00.000 +0200,Mostly Cloudy,rain,23.83888888888889,23.83888888888889,0.36,21.847700000000003,211.0,16.1,0.0,1006.7,Partly cloudy throughout the day.
2016-04-13 17:00:00.000 +0200,Mostly Cloudy,rain,22.733333333333334,22.733333333333334,0.38,19.1429,223.0,15.552600000000002,0.0,1006.44,Partly cloudy throughout the day.
2016-04-13 18:00:00.000 +0200,Overcast,rain,21.227777777777774,21.227777777777774,0.45,4.8944,212.0,16.1,0.0,1005.68,Partly cloudy throughout the day.
2016-04-13 19:00:00.000 +0200,Overcast,rain,20.0,20.0,0.53,3.4293,141.0,16.1,0.0,1005.37,Partly cloudy throughout the day.
2016-04-13 20:00:00.000 +0200,Mostly Cloudy,rain,17.9,17.9,0.6,8.033900000000001,127.0,15.552600000000002,0.0,1005.02,Partly cloudy throughout the day.
2016-04-13 21:00:00.000 +0200,Mostly Cloudy,rain,17.083333333333332,17.083333333333332,0.67,4.7495,141.0,16.1,0.0,1004.8,Partly cloudy throughout the day.
2016-04-13 22:00:00.000 +0200,Mostly Cloudy,rain,15.972222222222221,15.972222222222221,0.7,6.5205,150.0,16.1,0.0,1004.7,Partly cloudy throughout the day.
2016-04-13 23:00:00.000 +0200,Mostly Cloudy,rain,15.555555555555555,15.555555555555555,0.71,5.7477,176.0,15.552600000000002,0.0,1004.35,Partly cloudy throughout the day.
2016-04-14 00:00:00.000 +0200,Mostly Cloudy,rain,14.261111111111113,14.261111111111113,0.77,6.295100000000001,200.0,16.1,0.0,1004.01,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 01:00:00.000 +0200,Mostly Cloudy,rain,13.677777777777777,13.677777777777777,0.77,3.0268,157.0,16.1,0.0,1003.53,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 02:00:00.000 +0200,Mostly Cloudy,rain,12.799999999999999,12.799999999999999,0.82,1.9803000000000002,246.0,14.3934,0.0,1003.15,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 03:00:00.000 +0200,Partly Cloudy,rain,10.772222222222222,10.772222222222222,0.85,6.6493,279.0,15.134000000000002,0.0,1003.22,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 04:00:00.000 +0200,Partly Cloudy,rain,12.183333333333334,12.183333333333334,0.83,6.601,255.0,15.1823,0.0,1003.22,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 05:00:00.000 +0200,Partly Cloudy,rain,13.305555555555557,13.305555555555557,0.72,10.5455,274.0,15.1823,0.0,1003.5,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 06:00:00.000 +0200,Partly Cloudy,rain,12.149999999999999,12.149999999999999,0.74,15.842400000000001,290.0,16.1,0.0,1003.55,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 07:00:00.000 +0200,Partly Cloudy,rain,12.616666666666667,12.616666666666667,0.73,17.1304,280.0,16.1,0.0,1004.53,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 08:00:00.000 +0200,Partly Cloudy,rain,13.744444444444447,13.744444444444447,0.77,20.0928,292.0,15.3111,0.0,1004.99,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 09:00:00.000 +0200,Partly Cloudy,rain,16.044444444444444,16.044444444444444,0.67,24.906700000000004,299.0,15.826300000000002,0.0,1004.93,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 10:00:00.000 +0200,Partly Cloudy,rain,17.105555555555554,17.105555555555554,0.67,20.736800000000002,290.0,15.826300000000002,0.0,1004.84,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 11:00:00.000 +0200,Mostly Cloudy,rain,17.73888888888889,17.73888888888889,0.59,23.345000000000002,302.0,10.3523,0.0,1004.65,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 12:00:00.000 +0200,Partly Cloudy,rain,19.283333333333328,19.283333333333328,0.54,25.325300000000002,290.0,15.826300000000002,0.0,1004.36,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 13:00:00.000 +0200,Mostly Cloudy,rain,18.911111111111115,18.911111111111115,0.52,27.048000000000002,299.0,9.982000000000001,0.0,1004.33,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 14:00:00.000 +0200,Mostly Cloudy,rain,19.827777777777776,19.827777777777776,0.48,25.051600000000004,294.0,10.3523,0.0,1004.41,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 15:00:00.000 +0200,Partly Cloudy,rain,19.81111111111111,19.81111111111111,0.45,28.497,319.0,9.982000000000001,0.0,1003.99,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 16:00:00.000 +0200,Breezy and Partly Cloudy,rain,18.72222222222222,18.72222222222222,0.48,31.427200000000003,301.0,9.982000000000001,0.0,1003.99,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 17:00:00.000 +0200,Breezy and Mostly Cloudy,rain,17.299999999999997,17.299999999999997,0.52,30.090900000000005,322.0,10.3523,0.0,1004.68,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 18:00:00.000 +0200,Mostly Cloudy,rain,15.933333333333334,15.933333333333334,0.59,28.5131,291.0,15.826300000000002,0.0,1004.9,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 19:00:00.000 +0200,Mostly Cloudy,rain,14.911111111111113,14.911111111111113,0.63,27.9496,300.0,16.1,0.0,1005.86,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 20:00:00.000 +0200,Mostly Cloudy,rain,14.061111111111112,14.061111111111112,0.63,21.944300000000002,295.0,15.552600000000002,0.0,1007.15,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 21:00:00.000 +0200,Mostly Cloudy,rain,13.844444444444445,13.844444444444445,0.64,17.8871,283.0,16.1,0.0,1007.67,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 22:00:00.000 +0200,Breezy and Mostly Cloudy,rain,13.794444444444444,13.794444444444444,0.64,31.153500000000005,291.0,16.1,0.0,1008.08,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-14 23:00:00.000 +0200,Mostly Cloudy,rain,13.722222222222223,13.722222222222223,0.63,23.4738,293.0,15.1823,0.0,1008.68,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2016-04-15 00:00:00.000 +0200,Mostly Cloudy,rain,13.216666666666665,13.216666666666665,0.62,28.2555,300.0,16.1,0.0,1009.6,Partly cloudy until night.
2016-04-15 01:00:00.000 +0200,Mostly Cloudy,rain,12.63888888888889,12.63888888888889,0.64,28.1106,291.0,16.1,0.0,1010.3,Partly cloudy until night.
2016-04-15 02:00:00.000 +0200,Partly Cloudy,rain,11.855555555555558,11.855555555555558,0.65,25.743900000000004,301.0,15.1823,0.0,1010.71,Partly cloudy until night.
2016-04-15 03:00:00.000 +0200,Partly Cloudy,rain,10.950000000000001,10.950000000000001,0.67,24.8584,300.0,16.1,0.0,1010.88,Partly cloudy until night.
2016-04-15 04:00:00.000 +0200,Clear,rain,9.86111111111111,7.511111111111114,0.72,17.1304,290.0,16.1,0.0,1011.67,Partly cloudy until night.
2016-04-15 05:00:00.000 +0200,Clear,rain,8.800000000000002,6.555555555555554,0.77,14.1841,291.0,15.1823,0.0,1012.27,Partly cloudy until night.
2016-04-15 06:00:00.000 +0200,Partly Cloudy,rain,7.1333333333333355,4.4722222222222205,0.86,14.457800000000002,271.0,15.826300000000002,0.0,1012.67,Partly cloudy until night.
2016-04-15 07:00:00.000 +0200,Partly Cloudy,rain,8.68888888888889,6.338888888888887,0.83,14.7959,271.0,15.826300000000002,0.0,1013.92,Partly cloudy until night.
2016-04-15 08:00:00.000 +0200,Partly Cloudy,rain,11.005555555555556,11.005555555555556,0.72,16.3898,283.0,14.9569,0.0,1014.21,Partly cloudy until night.
